id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1343519,*Best choice in downtown-5 Stars*,70137,Kai,,West End,49.28073,-123.13043,Private room,95,30,64,2019-10-28,0.96,3,330
1349965,"Beautiful 1 Bedroom in Dunbar, Vancouver",7324823,Kate,,Dunbar Southlands,49.24078,-123.1838,Entire home/apt,135,30,52,2019-08-19,0.68,1,365
1361276,Private space in heritage home in lovely area,1743089,Darren,,Kensington-Cedar Cottage,49.25713,-123.07497,Entire home/apt,275,4,13,2019-08-27,0.17,3,60
1365609,AMAZING LOCATION 1BD CHARMING APT IN DOWNTOWN,7336501,Maha,,Downtown,49.27824,-123.12882,Entire home/apt,154,4,85,2019-10-24,1.12,1,134
1375143,100 Year Old Character Home off Main,1334665,Gaëlle And James,,Riley Park,49.24686,-123.0963,Entire home/apt,145,30,2,2019-10-16,0.09,2,79
1378220,QUIET COZY SUNNY BR (ENSUITE) + ADJ STUDY IN HOUSE,7465731,Brian,,West Point Grey,49.25864,-123.19965,Entire home/apt,110,1,62,2019-08-31,1.52,2,177
1380472,downtown furnished one bedroom den city view,6848356,Tina,,Downtown,49.28147,-123.12493,Entire home/apt,224,30,8,2019-10-01,0.11,3,312
1387803,Martine's Lodging East Village 2,2189535,Martine,,Hastings-Sunrise,49.2844,-123.0538,Private room,50,30,7,2019-08-29,0.09,4,27
1397291,Bright bedroom in shared condo,7547807,Melanie,,Downtown,49.27971,-123.11962,Private room,61,4,36,2019-09-19,0.72,2,323
1398788,Stunning 1 Bedroom Laneway,7554741,Ruth,,Arbutus Ridge,49.23757,-123.16558,Entire home/apt,75,31,84,2019-09-26,1.10,1,314
1399744,Luxury 2 BDR With Wrap Around Deck,7560143,Sandy,,Mount Pleasant,49.2698,-123.11051,Entire home/apt,450,30,8,2018-07-30,0.12,1,181
1417881,Renovated Character Home - 3 Bdrm,7499193,Tracey,,Grandview-Woodland,49.26819,-123.06761,Entire home/apt,399,4,40,2019-08-24,0.53,3,224
1418910,Private Room - Commercial Drive,7499193,Tracey,,Grandview-Woodland,49.26465,-123.06995,Private room,88,4,142,2019-09-04,1.88,3,23
1422750,Furnished bedroom in spacious home,7657825,Lidia,,Killarney,49.21288,-123.02664,Private room,69,3,26,2019-09-10,0.39,2,170
1445873,3 Bdrm Heritage House in Kitsilano,7762238,Rebekah,,Kitsilano,49.26612,-123.17528,Entire home/apt,325,5,9,2019-08-02,0.12,1,0
1466647,One Bedroom & Secured Underground Parking,7856227,Christian,,Downtown,49.28111,-123.11042,Entire home/apt,462,3,13,2019-07-09,0.21,1,90
1479325,High-end Luxury in the West End,483861,Pat And Walter,,West End,49.27992,-123.13403,Entire home/apt,129,30,47,2019-09-23,0.87,2,102
1479755,Super Travel Karma + private ensuite bath,7903736,Tracy,,Mount Pleasant,49.25635,-123.08241,Private room,62,90,28,2017-09-24,0.43,1,0
1494659,Room in Leafy East Vancouver,942909,Thor,,Grandview-Woodland,49.2753,-123.06408,Private room,90,2,10,2019-09-16,0.35,1,232
1502887,244 1 BED & DEN. WATER VIEW! 3 MONTH EXTENDED STAY,600607,Bruce,,Downtown,49.29128,-123.12783,Entire home/apt,98,90,5,2018-12-01,0.07,48,91
1507975,Modern new room with private entry!,51695,Natasha & Paolo,,Riley Park,49.24654,-123.0927,Private room,65,2,238,2019-10-22,3.14,2,100
1520500,Spacious Loft Style Apartment,7290306,John And Alex,,Kitsilano,49.26891,-123.14806,Entire home/apt,129,3,28,2019-09-03,0.37,1,74
1525113,"114 Studio ""West of Denman""",600607,Bruce,,West End,49.29184,-123.13893,Entire home/apt,71,30,6,2018-08-10,0.09,48,65
1530460,Funky Room On Vancouver's Hip East,6329283,Ruby,,Kensington-Cedar Cottage,49.25501,-123.07953,Private room,38,30,18,2019-08-31,0.24,4,97
1565861,Deluxe Kitsilano Beach Waterfront 2 Bedroom House,8328973,Adam,,Kitsilano,49.27334,-123.15193,Entire home/apt,450,5,72,2019-08-15,0.98,1,64
1603077,"Yaletown, 1 bdrm, parking, patio, Skytrain",10507457,Christie,,Downtown,49.28331,-123.11982,Entire home/apt,140,5,129,2019-09-24,1.72,3,7
1614025,Downtown 1bdrm with amazing views!,3092935,Brad,,Downtown,49.27967,-123.1262,Entire home/apt,110,31,93,2019-07-27,1.25,15,69
1620084,Bright private suite around SoMain,8618932,Fawziah,,Kensington-Cedar Cottage,49.23896,-123.08303,Entire home/apt,59,28,1,2019-02-28,0.12,1,130
1623556,Private Top Floor in hip Main St,8633501,Robin,,Riley Park,49.25197,-123.0951,Private room,85,1,210,2019-10-16,2.80,1,149
1629426,In the heart of the city,8368718,Yvonne,,Downtown,49.27491,-123.12239,Entire home/apt,59,30,119,2019-10-07,1.62,3,81
1629480,Garden Suite-Quiet/Private&Central,8660533,Tracy And Richard,,Riley Park,49.25106,-123.1077,Entire home/apt,95,30,122,2019-10-15,1.83,1,324
1657214,"Amazing 2000sqft Downtown loft, 3 patios + Parking",8784861,Dianna,,Downtown,49.28043,-123.11013,Entire home/apt,250,90,3,2014-08-07,0.04,1,333
1660055,"Lakeside 3 bdrm house, 6 mo rental",8796977,Diane,,Kensington-Cedar Cottage,49.25892,-123.06569,Entire home/apt,92,180,0,,,1,365
1678196,Two Bedroom Green Couch Townhouse,3058819,Michy+Jon,,Fairview,49.26565,-123.13175,Entire home/apt,151,2,95,2019-10-19,1.46,1,0
1678734,"Bright, Modern Space on Beautiful Park",1896075,Jen & Jean,,Kensington-Cedar Cottage,49.2531,-123.06486,Entire home/apt,125,3,57,2019-09-21,0.81,1,297
1684313,Cozy Modern Garden Suite,8905965,Andrea,,Hastings-Sunrise,49.28628,-123.04446,Entire home/apt,129,2,112,2019-06-22,1.53,1,38
1703616,Beautiful Kitsilano Apartment..,8993938,James And Jewel,,Fairview,49.26657,-123.14539,Entire home/apt,100,30,0,,,2,347
1707488,Commercial Drive Little Italy Private Main Suite,6109037,Linda,,Grandview-Woodland,49.27037,-123.06828,Entire home/apt,115,2,37,2019-09-25,0.57,1,365
1714639,Your Home Away from Home 1 BR Suite,9042495,Vivian,,Oakridge,49.22746,-123.11047,Entire home/apt,79,1,250,2019-10-12,3.74,1,0
1717967,2 Bedroom Garden Flat - Main Street,9057463,Mary,,Riley Park,49.24822,-123.09823,Entire home/apt,120,3,245,2019-11-03,3.39,1,196
1718688,Funky 1BD apt in trendy Kitsilano!,9061880,Jessica,,Kitsilano,49.26642,-123.16156,Entire home/apt,100,2,39,2019-11-03,1.45,1,130
1722641,Newly renovated studio w/HUGE patio,9081002,Tory & Danni,,Downtown,49.27717,-123.12752,Entire home/apt,99,90,160,2018-12-18,3.58,1,68
1742662,Modern Executive Laneway Coach Home,8390140,Alan And Ivonne,,Renfrew-Collingwood,49.24646,-123.02875,Entire home/apt,98,4,62,2019-07-23,0.84,1,0
1759915,Clean & Cozy private room in Heart of Downtown,1721044,Carolyn & L,,Downtown,49.27811,-123.11052,Private room,65,1,343,2019-10-20,6.08,1,320
1768817,SoMa Suite - Main Street Cool,9041076,Lynn,,Riley Park,49.2442,-123.10476,Entire home/apt,100,30,64,2019-07-01,0.91,2,313
1773753,Modern Apartment in Mount Pleasant,1427066,Richard,,Mount Pleasant,49.26502,-123.10012,Entire home/apt,149,3,51,2019-09-15,0.69,1,0
1779139,Central 2-bdrm garden suite between Main & Cambie,7266807,Ashley And Ariella,,Mount Pleasant,49.26178,-123.10484,Entire home/apt,120,3,75,2019-10-27,2.02,1,21
1820919,Film Industry loves this house! Cambie area.,7281178,Jodi,,Mount Pleasant,49.26014,-123.11314,Entire home/apt,500,2,19,2019-10-25,0.29,2,317
1830733,Cozy Retreat - Strathcona,9575419,Elana & Claudio,,Downtown Eastside,49.27788,-123.08588,Entire home/apt,115,2,236,2019-10-24,3.25,3,202
1849632,QUIET Spacious Studio for Long-Term Single Tenancy,2930805,Jessica,,Sunset,49.22894,-123.10503,Entire home/apt,81,30,51,2019-04-09,0.71,2,179
1850984,Main Street loft w/ rooftop patio and view!,1007186,Bryn,,Mount Pleasant,49.26595,-123.09609,Entire home/apt,280,5,18,2019-08-11,0.25,1,0
1869071,156 One Bedroom in Downtown at The Electra,600607,Bruce,,Downtown,49.28094,-123.12507,Entire home/apt,85,32,3,2018-10-31,0.06,48,43
1898584,Tinseltown Apartment,9862171,John,,Downtown Eastside,49.28059,-123.10506,Entire home/apt,69,90,29,2017-09-29,0.40,2,282
1932171,Commercial Drive Garden Suite,5026894,Lois,,Grandview-Woodland,49.26806,-123.06773,Entire home/apt,96,31,11,2018-08-28,0.27,1,35
1936740,Luxury affordable monthly stay in 1 BR,5510458,Alison,,Shaughnessy,49.25651,-123.1457,Entire home/apt,70,30,0,,,1,281
1936916,Cozy Quiet 1BD for Single Longer Term Guest,2930805,Jessica,,Oakridge,49.22791,-123.10702,Entire home/apt,90,30,91,2019-09-28,1.27,2,178
1937134,Garden - Character House,10022488,Cate,,Mount Pleasant,49.2626,-123.08415,Entire home/apt,65,30,80,2019-10-15,1.11,1,194
1937255,Garden Suite off Commercial Drive!,9288157,Tamar,,Grandview-Woodland,49.27764,-123.06642,Entire home/apt,125,2,199,2019-10-28,2.79,2,0
1950844,Stylish and Modern 2Bed West End Suite!,1469405,Phil,,West End,49.28888,-123.13705,Entire home/apt,350,2,35,2019-11-04,4.88,1,243
1954173,December 2019 Sublet on Cherry-Blossom Street,1257898,Suez,,Grandview-Woodland,49.27057,-123.06234,Entire home/apt,110,80,5,2017-06-06,0.08,2,365
1961440,Yaletown 1 Br Condo Monthly Only,878531,Samy,,Downtown,49.2742,-123.12707,Entire home/apt,132,30,1,2019-01-31,0.11,1,270
1962072,Lovely townhouse near VGH and public transit,3580181,Adele,,Mount Pleasant,49.25904,-123.10843,Entire home/apt,199,3,1,2015-12-26,0.02,1,0
1962443,1 Bedroom in Kits Point beach house,9553611,Colleen,,Kitsilano,49.27773,-123.14733,Private room,50,2,115,2019-11-05,2.12,1,52
1970354,Family friendly & centrally located,10174262,Tiffany & Michael,,Kerrisdale,49.22645,-123.14123,Entire home/apt,132,2,98,2019-10-11,1.43,1,355
1995592,"Charming ""Kitsilano Family Place""",10285482,Allan And Ellen,,Kitsilano,49.26223,-123.16406,Private room,110,2,242,2019-10-25,3.35,1,166
2003571,Beautiful 2-Level midtown Cambie Village Penthouse,10316411,Luke (Sulaiman),,South Cambie,49.2565,-123.11869,Entire home/apt,165,30,6,2019-09-01,0.10,1,298
2003897,GREAT SUITE w GARDEN PATIO!  CENTRALLY LOCATED!!,10317553,Rita,,Fairview,49.26172,-123.11698,Entire home/apt,120,120,3,2014-02-03,0.04,1,130
2011559,Sunny family-friendly house in Kits,9372276,Rica,,Kitsilano,49.25974,-123.15907,Entire home/apt,495,5,25,2019-08-20,0.61,1,78
2017305,Experience Vancouver on the Drive!,10374538,David,,Grandview-Woodland,49.26346,-123.06787,Entire home/apt,120,30,49,2018-09-10,0.71,3,1
2033597,Private queen bedroom semi-private bath near UBC.,10439026,Janice,,West Point Grey,49.25984,-123.21266,Private room,75,2,38,2019-10-21,1.70,1,51
2041582,"Kitsilano Point, welcoming and bright",1728615,Francois,,Kitsilano,49.27468,-123.14642,Entire home/apt,350,3,211,2019-11-03,3.17,1,119
2042431,Yaletown 1BD Condo @ Homer & Robson,9582918,Sandy,,Downtown,49.27816,-123.11829,Entire home/apt,135,30,120,2019-09-19,1.70,1,343
2055456,Comfortable room available in East Vancouver,1886797,Carrol,,Kensington-Cedar Cottage,49.2398,-123.08463,Private room,33,30,5,2019-08-12,0.28,3,247
2056676,Cozy Modern apartment in Yaletown,7338933,Sadiq,,Downtown,49.27376,-123.11639,Entire home/apt,118,30,88,2019-08-23,1.23,2,316
2076269,Cozy Room On Hip East Side,6329283,Ruby,,Kensington-Cedar Cottage,49.25612,-123.08068,Private room,33,30,17,2019-09-23,0.26,4,86
2083842,The Landing Pad in Kits,2556310,Benjamin,,Kitsilano,49.26988,-123.15855,Private room,65,31,84,2019-09-01,1.19,1,67
2092610,A spacious modern apartment,1172047,Trevor,,Mount Pleasant,49.26664,-123.09555,Entire home/apt,129,30,26,2019-10-13,0.37,2,146
2106364,Gorgeous New House Single Ensuite,7940236,Renee,,Renfrew-Collingwood,49.24968,-123.03703,Private room,65,31,19,2017-09-30,0.27,4,198
2108899,good sized bedroom on second floor,10571680,Paolo,,Kitsilano,49.26733,-123.16338,Private room,59,31,7,2019-06-22,0.15,2,365
2109035,small room with single bed by beach,10571680,Paolo,,Kitsilano,49.26732,-123.1613,Private room,59,31,5,2019-08-03,0.08,2,349
2163742,Garden Patio condo near Downtown transit central,5656886,B,,Grandview-Woodland,49.26316,-123.07424,Private room,49,2,103,2019-10-08,1.51,2,248
2168943,South Granville 2 bedroom townhome,11065739,Catherine,,Fairview,49.25993,-123.14404,Entire home/apt,176,7,14,2018-03-19,0.20,1,14
2183209,Kitsilano PENTHOUSE,11132986,Daniel,,Kitsilano,49.26635,-123.15759,Entire home/apt,210,5,91,2019-11-02,1.36,1,318
2188113,5 star Luxury ShangriLa hotel condo,477297,Hanna & Michael,,West End,49.28503,-123.12318,Entire home/apt,300,29,35,2019-06-28,0.51,1,344
2198419,Gorgeous home in Yaletown,11214436,Kate,,Downtown,49.27731,-123.12268,Entire home/apt,115,180,142,2016-09-01,2.08,1,358
2216062,Bright Kitsilano Garden Apartment,11304608,Julie,,Kitsilano,49.27043,-123.18425,Entire home/apt,85,28,43,2019-11-03,0.66,1,153
2237295,Bed in Yaletown tops all neighborhoods,11423475,Gule,,Downtown,49.27966,-123.12196,Shared room,75,31,62,2018-09-19,2.04,4,365
2267569,"2BD/2BA, West End Apt. with a View",6818695,Alissa,,West End,49.28635,-123.12687,Entire home/apt,161,30,183,2019-08-19,2.62,2,141
2272521,3 bedroom house in Strathcona,3747829,Tina,,Downtown Eastside,49.28106,-123.07819,Entire home/apt,400,3,2,2018-08-25,0.13,1,0
2273714,Charming Apartment just off Commercial Drive,1710238,Donne,,Grandview-Woodland,49.27224,-123.06931,Entire home/apt,199,2,40,2019-09-23,0.59,1,9
2278806,NEWLY RENOVATED PRIVATE ROOM AT QUIET AREA,11636964,Raymond,,Victoria-Fraserview,49.2255,-123.05524,Private room,50,30,15,2019-06-19,0.23,1,73
2282114,The Perfect Place For Your Next Family Vacation,19916,Cathy + Tom,,Dunbar Southlands,49.23933,-123.18119,Entire home/apt,450,10,16,2019-07-03,0.28,2,198
2285007,"2br Gastown Condo w/ Hot Tub, Sauna & Free Parking",845865,Mike,,Downtown,49.27884,-123.10686,Entire home/apt,259,3,71,2019-11-02,1.02,1,159
2299515,Modern Yaletown Condo on high floor with view,5268156,Sharon & Allan,,Downtown,49.27917,-123.12402,Entire home/apt,70,30,93,2018-11-22,1.35,3,121
2315217,Modern Furnished private 1 Bed+Den,1200456,Nala,,Killarney,49.22903,-123.03721,Entire home/apt,302,1,0,,,8,0
2324620,Room in Mount Pleasant,6624242,Jonathan And Marie,,Mount Pleasant,49.26065,-123.08573,Private room,75,2,82,2019-10-19,1.19,2,54
2346069,Downtown Vancouver Penthouse,812661,Andrew,,Downtown,49.27544,-123.11481,Entire home/apt,135,30,8,2017-06-30,0.12,1,222
2361393,New Cozy Suite near Grays Park,366483,Michelle,,Kensington-Cedar Cottage,49.24087,-123.08623,Entire home/apt,112,30,121,2019-10-10,1.86,1,253
2439607,2 BR Character Home Duplex Central Van,12470855,Nicole,,Riley Park,49.25497,-123.10985,Entire home/apt,250,5,3,2019-07-03,0.59,1,69
2446828,Big Orange House,9080044,Geoff,,Mount Pleasant,49.25866,-123.09149,Entire home/apt,151,2,221,2019-10-22,3.45,1,321
2454353,Vancouver Quality Coach House,10997524,Mark & Fran,,Kensington-Cedar Cottage,49.23777,-123.08696,Entire home/apt,125,30,180,2018-10-28,2.63,1,0
2460888,The Perfect Cozy 1 BD Getaway,271746,Ovey,,Downtown,49.27766,-123.10856,Entire home/apt,231,2,6,2018-10-04,0.09,1,173
2466134,Luxury Downtown Apartment,8136828,Ali,,Downtown,49.28112,-123.11665,Entire home/apt,242,30,6,2019-07-03,0.09,1,180
2468591,Monthly- Marinaside Ocean View Apartment -Yaletown,8999638,Sweet Home,,Downtown,49.27426,-123.11788,Entire home/apt,199,30,9,2019-07-01,0.17,1,343
2496467,Private Room & Bath in Beautiful Kitsilano Home,9977019,Karin,,Arbutus Ridge,49.25645,-123.15927,Private room,75,2,144,2019-10-08,2.14,2,242
2502137,New Edwardian home,7110433,Suzanna,,Mount Pleasant,49.2584,-123.08486,Entire home/apt,120,30,46,2019-10-13,0.69,1,324
2520259,Main street garden suite,1334665,Gaëlle And James,,Riley Park,49.24797,-123.09666,Entire home/apt,90,7,8,2019-09-27,0.13,2,132
2532975,Beautiful spacious Garden suite  w/patio,988889,Mireille,,Hastings-Sunrise,49.28498,-123.05299,Entire home/apt,99,5,45,2019-08-02,0.67,2,223
2557846,lovely room steps from the drive,266812,Lisa,,Grandview-Woodland,49.27023,-123.06607,Private room,85,1,21,2018-09-16,0.31,4,252
2557893,"private room, steps from the drive",266812,Lisa,,Grandview-Woodland,49.26879,-123.06446,Private room,81,1,31,2015-09-11,0.46,4,221
2560301,"King Bed, Gas Fireplace, Jacuzzi",13104844,English Bay Inn,,West End,49.28937,-123.14197,Private room,205,1,1,2015-04-06,0.02,2,157
2560353,Full Apartment with 2 Queen Beds,13104844,English Bay Inn,,West End,49.29085,-123.14334,Entire home/apt,158,2,5,2015-06-22,0.07,2,153
2570965,"Total Privacy & Separate Entry in a Clean, Curated Space",19916,Cathy + Tom,,Dunbar Southlands,49.239,-123.18096,Entire home/apt,85,2,347,2019-10-24,5.17,2,33
2576878,"Bright 1 bed suite, great location",4217281,Jennifer,,Fairview,49.25727,-123.12362,Entire home/apt,81,30,4,2015-07-05,0.06,3,68
2592307,Ann's Place,13270979,Ann,,South Cambie,49.25027,-123.11721,Entire home/apt,112,2,498,2019-11-05,7.43,1,0
2601715,Total Privacy & Separate Entry + Bright Work Space,13304931,The Redmond Family,,Dunbar Southlands,49.23762,-123.18526,Entire home/apt,121,7,4,2018-07-06,0.11,2,114
2632171,Yvette's place 3,13480596,Yvette,,Hastings-Sunrise,49.28826,-123.04095,Private room,50,1,57,2019-10-16,0.83,3,365
2637519,Heritage Splendor Commercial Drive,13505875,Jordan,,Grandview-Woodland,49.2718,-123.06826,Entire home/apt,349,3,13,2017-01-29,0.19,2,150
2644110,Modern 2 Level Loft in East Van,9060366,Marc,,Grandview-Woodland,49.28402,-123.0657,Entire home/apt,110,6,22,2018-10-27,0.33,1,0
2653578,LOCATION!!! RENOVATED!!! SLEEPS 2-4!!,13584295,Breanna,,Downtown,49.27847,-123.12307,Entire home/apt,169,1,147,2019-10-12,6.19,1,80
2658803,"266  -2 bedroom /sleeps 4 ""The Electra"" Downtown",600607,Bruce,,Downtown,49.28089,-123.12511,Entire home/apt,118,30,15,2017-12-28,0.22,48,35
2666430,Room in family home near UBC,13647506,Don & Trenna,,Dunbar Southlands,49.23266,-123.1811,Private room,75,1,9,2019-10-01,0.14,3,188
2669445,Laneway Home with a view,13664708,De,,West Point Grey,49.27102,-123.20978,Entire home/apt,79,30,7,2018-06-09,0.11,1,293
2672380,Amazing neighbourhood!,13682119,Stephanie,,Dunbar Southlands,49.2498,-123.18913,Entire home/apt,246,5,11,2018-08-12,0.17,1,0
2675179,Stroll to Granville Island from a Modern Kitsilano House,11742636,Adrianne,,Kitsilano,49.27331,-123.15198,Entire home/apt,450,30,83,2019-10-08,1.25,2,278
2703279,Kits Pt. Waterfront 3 Bedroom Home,11742636,Adrianne,,Kitsilano,49.2738,-123.15224,Entire home/apt,500,30,113,2019-10-15,1.70,2,278
2709965,"Lakeside Manor, Room with a View!",13868691,Kat,,Kensington-Cedar Cottage,49.25722,-123.06636,Private room,75,1,93,2019-10-25,1.47,3,335
2714618,Gastown/Chinatown/DowntownVancouver,13891699,Karen,,Downtown,49.28054,-123.1086,Entire home/apt,298,2,261,2019-10-18,3.89,1,308
2722632,Upscale Garden Suite Close to UBC,13932306,Robyn,,Dunbar Southlands,49.23186,-123.1888,Entire home/apt,120,7,28,2018-08-31,0.42,1,191
2728122,"1 bedroom modern furnishing, cozy, & the view!",162896,Vanessa,,Kitsilano,49.27011,-123.1503,Entire home/apt,99,3,194,2019-11-01,2.90,2,68
2730555,Explore Vancouver in a Beautiful Trendy Townhouse,7677061,Luca,,Mount Pleasant,49.26465,-123.10008,Entire home/apt,250,3,54,2019-10-13,2.10,1,71
2731203,"Cozy & quiet, eclectic & quaint.",13977920,Rich,,West End,49.28392,-123.13297,Entire home/apt,238,3,68,2017-10-01,1.03,3,77
2807379,Downtown Living Room (Female Only),14359761,Aline,,Downtown,49.27575,-123.1278,Shared room,55,30,34,2019-08-05,0.57,1,180
2809322,Perfect Yaletown condo,6204357,Tatiana,,Downtown,49.2763,-123.12175,Entire home/apt,158,30,18,2019-08-18,0.27,1,364
2811792,"Spacious Private Room,King Size Bed",14384208,Kat,,Fairview,49.26458,-123.12327,Private room,100,2,283,2019-10-23,4.34,1,348
2812038,Vancouver 2 bd trendy Main street,5213892,Sophia,,Mount Pleasant,49.25659,-123.09855,Entire home/apt,180,1,119,2019-11-06,1.77,1,150
2831468,Modern 1BR Suite In a Fantastic Location,14485004,Shlomi,,South Cambie,49.25219,-123.11736,Entire home/apt,96,4,47,2019-10-15,0.70,1,273
2836478,"Water Views Downtown, Vancouver, BC",5517192,Fahrah,,Downtown,49.27417,-123.12328,Entire home/apt,132,90,3,2014-07-30,0.05,1,364
2847310,Unique Loft in the Heart of Gastown,6576530,Jozi,,Downtown Eastside,49.28364,-123.1045,Entire home/apt,224,2,285,2019-10-20,4.25,1,267
2864803,"Stylish, Newly-Renovated, 3 Bdrm. Family House",13304931,The Redmond Family,,Dunbar Southlands,49.23924,-123.18723,Entire home/apt,475,7,8,2019-08-11,0.12,2,94
2876573,Breathtaking Mountain & Water Views,52926,Shohreh,,Downtown,49.28941,-123.12793,Entire home/apt,158,30,0,,,1,253
2889958,"Private, Modern, 1 bed, 1 bath, and kitchen",4284915,Albrecht & Jackie,,West Point Grey,49.25893,-123.19798,Entire home/apt,129,3,152,2019-11-03,2.26,1,356
2903990,Bright & Cozy Main Street Bungalow,6571978,Satara,,Sunset,49.22742,-123.09817,Entire home/apt,224,3,41,2019-09-03,0.63,1,22
2908039,KITSILANO CHARACTER HOME,5754010,Ryan,,Kitsilano,49.27064,-123.18326,Private room,49,30,15,2019-08-31,0.23,2,312
2917168,The Stained Glass Room,13868691,Kat,,Kensington-Cedar Cottage,49.25712,-123.066,Private room,81,1,77,2019-09-28,1.18,3,313
2935077,Amazing YaleTown Condo on 21st Floor,14986819,Sasha,,Downtown,49.2754,-123.1171,Entire home/apt,75,360,65,2017-01-16,0.98,3,365
2944104,Luxury Modern Apartment at Yaletown,7338933,Sadiq,,Downtown,49.2761,-123.11707,Entire home/apt,104,30,90,2019-10-28,1.37,2,27
2958786,Funky Downtown Room in the West End,2796877,Sarah,,West End,49.29265,-123.13533,Private room,81,1,315,2019-11-08,4.71,1,77
